Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,modularity_class,clustering,eigencentrality,pageranks
920,,1,3,4,6,0.312135,0.328413,25.554762,0,70,3,0.166667,0.001972,0.000427
125,,1,4,5,5,0.414298,0.437924,0,0,70,3,0.75,0.040807,0.000359
418,,6,2,8,6,0.357754,0.38096,538.877312,0,70,3,0.428571,0.059648,0.000856
126,,3,2,5,6,0.36929,0.394508,1399.902464,0,70,3,0.35,0.048477,0.000677
921,,1,3,4,6,0.312439,0.328933,25.554762,0,70,3,0.166667,0.001973,0.000453
127,,3,2,5,6,0.36929,0.394508,1373.824097,0,70,3,0.35,0.048488,0.000651
922,,1,3,4,6,0.312642,0.329193,26.304762,0,70,3,0.166667,0.001973,0.000442
128,,3,2,5,6,0.36929,0.394508,1373.657431,0,70,3,0.35,0.048488,0.000643
919,,1,3,4,6,0.312236,0.328586,25.054762,0,70,3,0.166667,0.001973,0.000439
129,,2,5,7,5,0.41006,0.434321,691.959422,0,70,2,0.25,0.012257,0.000368
151,,2,2,4,6,0.278437,0.291199,24.498005,0,70,2,0.166667,0.007257,0.000328
399,,3,3,6,6,0.297833,0.308836,17.91906,0,70,2,0,0.006249,0.00058
130,,2,5,7,5,0.41006,0.434321,690.509422,0,70,2,0.25,0.012258,0.00037
152,,2,2,4,6,0.278437,0.291199,24.498005,0,70,2,0.166667,0.007257,0.000328
408,,3,3,6,6,0.297833,0.308836,17.905171,0,70,2,0,0.006266,0.000588
131,,3,5,8,5,0.409188,0.433714,1541.169848,0,70,3,0.35,0.048798,0.000909
153,,5,2,7,6,0.299969,0.311868,47.781986,0,70,3,0.3,0.053008,0.001133
931,,1,3,4,6,0.312541,0.329019,8.648593,0,70,3,0.166667,0.001982,0.00032
132,,3,5,8,5,0.409536,0.433974,2505.703182,0,70,3,0.35,0.048798,0.00091
154,,5,2,7,6,0.300156,0.312006,62.697102,0,70,3,0.3,0.053007,0.001136
933,,2,4,6,6,0.312642,0.329418,1077.076867,0,70,3,0.1,0.002428,0.000372
133,,2,5,7,5,0.410235,0.434494,691.021107,0,70,2,0.25,0.012261,0.000375
155,,2,2,4,6,0.278115,0.290679,32.998881,0,70,2,0.25,0.007257,0.000329
622,,3,3,6,6,0.297833,0.308836,19.030171,0,70,2,0,0.006366,0.000604
134,,2,5,7,5,0.41006,0.434321,674.681599,0,70,2,0.25,0.012338,0.000415
156,,2,2,4,6,0.278679,0.291389,23.496726,0,70,2,0.166667,0.007259,0.000336
602,,4,3,7,6,0.297833,0.308836,23.130769,0,70,2,0,0.008459,0.000744
135,,3,5,8,5,0.409188,0.433714,1567.627436,0,70,3,0.35,0.048787,0.000916
157,,5,2,7,6,0.299969,0.311868,93.101783,0,70,3,0.25,0.052613,0.00115
936,,1,3,4,6,0.312034,0.32824,8.231926,0,70,3,0.166667,0.001981,0.000321
136,,5,8,13,5,0.410585,0.43614,4044.048377,0,70,3,0.178571,0.053747,0.001179
158,,5,2,7,6,0.300719,0.312821,67.371108,0,70,3,0.3,0.053211,0.001045
948,,1,3,4,6,0.312846,0.329331,12.032561,0,70,3,0.166667,0.002169,0.000291
987,,2,5,7,6,0.359357,0.383905,229.69309,0,70,9,0.238095,0.002985,0.00037
988,,2,4,6,6,0.298572,0.309806,14.776106,0,70,9,0,0.004205,0.000357
137,,2,5,7,5,0.41006,0.434321,691.959422,0,70,2,0.25,0.012257,0.000368
159,,2,2,4,6,0.278195,0.290852,22.256245,0,70,2,0.25,0.007257,0.000328
754,,3,3,6,6,0.297833,0.308836,17.91906,0,70,2,0,0.006249,0.00058
138,,3,5,8,5,0.409188,0.433714,1541.103182,0,70,3,0.35,0.048798,0.000887
161,,5,2,7,6,0.299969,0.311868,47.627322,0,70,3,0.3,0.053024,0.001082
950,,1,3,4,6,0.312236,0.328586,8.231926,0,70,3,0.166667,0.001982,0.000316
139,,3,5,8,5,0.409188,0.433714,1567.627436,0,70,3,0.35,0.048787,0.000916
160,,5,2,7,6,0.299969,0.311868,93.151783,0,70,3,0.25,0.052613,0.001149
949,,1,3,4,6,0.312135,0.328413,8.231926,0,70,3,0.166667,0.001981,0.000321
140,,2,5,7,5,0.41006,0.434321,675.70384,0,70,2,0.25,0.012336,0.000408
162,,2,2,4,6,0.278679,0.291389,23.496726,0,70,2,0.166667,0.007259,0.000335
763,,4,3,7,6,0.297833,0.308836,21.847558,0,70,2,0,0.008411,0.000722
141,,3,5,8,5,0.409188,0.433714,1541.103182,0,70,3,0.35,0.048798,0.000876
163,,5,2,7,6,0.299969,0.311868,47.618134,0,70,3,0.3,0.053024,0.001056
951,,1,3,4,6,0.312338,0.32876,8.231926,0,70,3,0.166667,0.001982,0.000314
142,,1,4,5,5,0.414298,0.437924,0,0,70,3,0.75,0.040807,0.000359
425,,6,2,8,6,0.357754,0.38096,538.960645,0,70,3,0.428571,0.05968,0.000865
143,,2,5,7,5,0.41006,0.434321,675.269695,0,70,2,0.25,0.012338,0.000418
165,,2,2,4,6,0.278679,0.291389,24.498005,0,70,2,0.166667,0.007259,0.000336
929,,4,3,7,6,0.297833,0.308836,23.614103,0,70,2,0,0.008459,0.000754
636,,4,3,7,5,0.408493,0.432328,99.354597,0,70,8,0.666667,0.057071,0.00072
977,,9,7,16,5,0.363568,0.387231,894.742118,0,70,8,0.287879,0.075958,0.0018
365,,42,36,78,5,0.385108,0.421604,13501.934368,0,70,2,0.080694,0.182286,0.007748
1026,,6,8,14,5,0.37057,0.39624,654.133947,0,70,0,0.509091,0.06811,0.000762
632,,5,8,13,5,0.370142,0.395807,905.230681,0,70,0,0.5,0.064364,0.000777
147,,3,2,5,6,0.300062,0.312041,51.561321,0,70,3,0.15,0.04186,0.000444
148,,3,2,5,6,0.300062,0.312041,66.155411,0,70,3,0.2,0.043576,0.000587
149,,3,2,5,6,0.300062,0.312041,20.646534,0,70,3,0.25,0.043986,0.000525
150,,3,2,5,6,0.300062,0.312041,20.646534,0,70,3,0.25,0.043986,0.000507
756,,7,5,12,6,0.362335,0.386192,1072.342462,0,70,2,0.190476,0.059546,0.001129
402,,7,5,12,6,0.362335,0.386192,1072.342462,0,70,2,0.190476,0.059546,0.001129
322,,6,2,8,7,0.266408,0.27823,105.543392,0,70,2,0.1,0.015912,0.00118
930,,7,5,12,6,0.362745,0.386538,901.629865,0,70,2,0.190476,0.060117,0.00122
625,,8,5,13,6,0.362199,0.386019,931.718111,0,70,2,0.25,0.062907,0.001264
821,,7,5,12,6,0.362745,0.386538,918.277216,0,70,2,0.190476,0.06012,0.001176
164,,2,2,4,7,0.271521,0.282826,14.739257,0,70,4,0.083333,0.00097,0.000333
411,,7,5,12,6,0.362745,0.386538,1044.198457,0,70,2,0.190476,0.060037,0.001175
167,,2,2,4,6,0.299595,0.310551,45.364596,0,70,3,0,0.007894,0.000493
854,,2,2,4,6,0.311025,0.323077,66.335165,0,70,3,0.083333,0.005625,0.000486
168,,2,4,6,6,0.313662,0.326386,3881.339818,0,70,4,0.333333,0.003412,0.000807
350,,2,8,10,5,0.368582,0.392672,3163.078202,0,70,4,0.097222,0.000991,0.000372
898,,4,2,6,6,0.308828,0.319265,1733.0668,0,70,4,0.25,0.030277,0.001367
169,,0,2,2,6,0.274281,0.285549,0,0,79,0,0,0,0.000165
266,,15,16,31,5,0.377255,0.406046,3252.055725,0,70,0,0.262846,0.101052,0.003032
901,,2,0,2,0,0,0,0,0,69,0,0,0.041215,0.000429
1024,,7,6,13,6,0.359492,0.384598,389.169295,0,70,7,0.277778,0.063715,0.001781
171,,6,3,9,6,0.361518,0.384945,476.163204,0,70,3,0.357143,0.065509,0.000855
917,,2,4,6,6,0.359895,0.383922,6.561289,0,70,3,0.433333,0.006061,0.000545
172,,2,3,5,6,0.35842,0.382086,4.805495,0,70,3,0.4,0.005964,0.000374
173,,1,2,3,6,0.287938,0.298042,7.747269,0,70,0,0,0.000505,0.000234
426,,2,4,6,6,0.365363,0.389778,589.690736,0,70,0,0.2,0.001088,0.000387
174,,2,3,5,5,0.362199,0.384442,972.297269,0,70,0,0.3,0.001854,0.000244
175,,0,3,3,6,0.360674,0.385064,0,0,80,0,0.5,0,0.000165
178,,2,2,4,6,0.300625,0.311036,965.800095,0,70,1,0.25,0.012465,0.000642
180,,1,2,3,6,0.288542,0.298649,5.171569,0,70,4,0,0.000484,0.000205
183,,0,3,3,6,0.360539,0.384891,0,0,81,0,0.333333,0,0.000165
185,,5,2,7,6,0.287679,0.297817,3.236111,0,70,0,0.190476,0.01247,0.000394
659,,5,6,11,6,0.366058,0.391216,576.130092,0,70,0,0.511111,0.065435,0.000756
186,,5,5,10,6,0.362335,0.386694,649.933638,0,70,3,0.4,0.040441,0.001689
312,,8,24,32,5,0.376664,0.408559,1935.825389,0,70,8,0.213846,0.090184,0.00188
313,,5,7,12,5,0.412168,0.437093,732.274681,0,70,3,0.404762,0.057381,0.0012
187,,6,6,12,5,0.415371,0.43957,505.998206,0,70,3,0.566667,0.068786,0.00089
466,,6,8,14,6,0.365224,0.390818,1268.56332,0,70,4,0.375,0.05666,0.001264
765,,4,4,8,6,0.310924,0.326611,83.11554,0,70,3,0.166667,0.013216,0.000566
188,,2,4,6,6,0.358821,0.382744,136.050432,0,70,0,0.266667,0.007168,0.000331
189,,3,2,5,7,0.271368,0.282601,3.905556,0,70,0,0.05,0.002952,0.00028
782,,2,2,4,6,0.28811,0.298423,37.615474,0,70,0,0.333333,0.041367,0.000478
190,,3,3,6,6,0.37057,0.3965,1573.876119,0,70,7,0.25,0.014082,0.000673
434,,2,2,4,6,0.296456,0.306064,4.9596,0,70,7,0,0.001347,0.000463
191,,1,5,6,6,0.365779,0.390644,961.22619,0,70,0,0.3,0.000735,0.000517
195,,4,1,5,7,0.267892,0.277698,967.22619,0,70,0,0.083333,0.008485,0.000413
192,,1,4,5,5,0.409014,0.433108,1946.373585,0,70,7,0.25,0.001985,0.000783
557,,4,1,5,6,0.290371,0.299515,1952.373585,0,70,7,0.25,0.047962,0.000727
826,,1,2,3,6,0.299688,0.309425,2.833333,0,70,7,0,0.000483,0.000332
193,,3,2,5,6,0.308037,0.318832,479.61911,0,70,7,0.4,0.048772,0.000641
197,,2,2,4,6,0.300907,0.311296,4.083883,0,70,7,0,0.003438,0.000369
199,,3,1,4,7,0.269846,0.279985,1933,0,70,7,0,0.007585,0.000455
200,,1,3,4,6,0.369432,0.394906,1927,0,70,7,0,0.000687,0.000552
432,,1,5,6,6,0.36343,0.387578,188.434192,0,70,7,0.266667,0.000451,0.000322
201,,2,2,4,7,0.269543,0.280262,7.195489,0,70,7,0,0.004234,0.000345
203,,2,3,5,6,0.361111,0.385343,595.433926,0,70,7,0.3,0.012173,0.000351
244,,11,8,19,6,0.364532,0.389501,2889.434178,0,70,0,0.28022,0.098975,0.003932
202,,3,3,6,6,0.359761,0.383299,100.974875,0,70,6,0.35,0.048822,0.00059
204,,2,2,4,6,0.308037,0.318919,18.403384,0,70,0,0,0.003357,0.000673
871,,2,3,5,6,0.35802,0.381653,149.451189,0,70,0,0.3,0.012153,0.00049
205,,1,3,4,6,0.358688,0.382346,451.870923,0,70,0,0.083333,0.000823,0.000307
206,,2,2,4,6,0.287765,0.297904,961.636064,0,70,0,0.166667,0.006771,0.000286
207,,4,5,9,6,0.381595,0.408091,348.919187,0,70,3,0.178571,0.021511,0.000612
878,,5,6,11,6,0.360705,0.385516,2892.794629,0,70,7,0.107143,0.012791,0.001486
208,,2,4,6,6,0.360976,0.385378,65.145088,0,70,3,0.333333,0.010776,0.000798
519,,14,11,25,5,0.414655,0.440991,4679.627479,0,70,4,0.228571,0.099538,0.002801
209,,5,5,10,6,0.359761,0.384078,2182.859734,0,70,6,0.15,0.046594,0.001144
277,,2,2,4,7,0.26864,0.280725,9.869394,0,70,6,0,0.003095,0.000385
396,,2,6,8,6,0.3683,0.393676,33.52702,0,70,6,0.333333,0.003095,0.000385
820,,3,3,6,6,0.281204,0.29527,52.94386,0,70,6,0.166667,0.017451,0.001432
593,,15,5,20,6,0.373157,0.399757,3275.931767,0,70,8,0.068627,0.066046,0.001696
711,,4,7,11,6,0.369007,0.394941,380.756652,0,70,3,0.263636,0.016682,0.000551
213,,21,7,28,6,0.366616,0.391944,3129.55352,0,70,2,0.156126,0.119066,0.004444
242,,4,4,8,6,0.359761,0.383091,534.535035,0,70,2,0.5,0.034365,0.001721
731,,13,13,26,6,0.367737,0.395599,1753.417312,0,70,1,0.153846,0.075708,0.003158
214,,1,3,4,6,0.359357,0.382328,262.510857,0,70,2,0.333333,0.040807,0.000359
215,,4,4,8,6,0.28546,0.30052,463.237408,0,70,3,0.366667,0.047925,0.000744
476,,3,3,6,6,0.359626,0.382588,10.23869,0,70,1,0.833333,0.050424,0.000709
217,,2,0,2,0,0,0,0,0,44,4,0,0.002639,0.000338
225,,4,4,8,5,0.313049,0.324775,164.764355,0,70,4,0.190476,0.01626,0.000514
227,,2,2,4,6,0.279083,0.291979,21.174367,0,70,2,0,0.005513,0.000513
228,,2,2,4,6,0.307054,0.318209,9.322294,0,70,2,0.166667,0.007074,0.000397
229,,2,2,4,6,0.279002,0.292065,15.463196,0,70,2,0,0.003405,0.00033
243,,2,5,7,6,0.36564,0.389986,85.632704,0,70,2,0.4,0.005606,0.000406
299,,2,3,5,6,0.358955,0.382692,375.63479,0,70,9,0.15,0.002542,0.000357
352,,7,5,12,6,0.370856,0.396985,2068.440911,0,70,3,0.142857,0.029387,0.001216
452,,2,3,5,6,0.36057,0.383524,2640.329822,0,70,9,0.15,0.002741,0.0004
672,,5,2,7,6,0.279326,0.293659,116.407055,0,70,2,0.25,0.016783,0.000629
674,,7,10,17,5,0.412876,0.438739,692.197255,0,70,3,0.356061,0.068736,0.001154
728,,2,0,2,0,0,0,0,0,26,2,0,0.003308,0.000357
730,,2,0,2,0,0,0,0,0,25,2,0,0.003308,0.000357
219,,3,2,5,6,0.308235,0.322263,3.590551,0,70,3,0.4,0.047622,0.000494
220,,5,3,8,6,0.314997,0.327859,98.429188,0,70,3,0.2,0.037629,0.001786
221,,5,7,12,6,0.363156,0.388063,713.370149,0,70,3,0.238095,0.052423,0.00116
239,,2,4,6,6,0.281946,0.296379,9.090596,0,70,2,0.083333,0.00707,0.000418
559,,5,3,8,5,0.408493,0.432328,622.840042,0,70,3,0.366667,0.061145,0.000695
223,,2,2,4,6,0.307742,0.318486,6.733947,0,70,7,0.25,0.012017,0.000251
222,,2,0,2,0,0,0,0,0,65,7,0.5,0.012421,0.00031
224,,5,4,9,5,0.364808,0.388375,161.894969,0,70,7,0.333333,0.018949,0.000818
226,,6,3,9,6,0.272676,0.283749,1045.016254,0,70,4,0.25,0.022925,0.001288
992,,6,11,17,5,0.368159,0.393884,9270.644925,0,70,9,0.128788,0.047913,0.000859
231,,4,1,5,7,0.214302,0.21977,1.45,0,70,4,0.333333,0.01002,0.000681
532,,8,4,12,6,0.314071,0.32623,1433.152064,0,70,4,0.25,0.0414,0.001937
550,,18,10,28,5,0.370999,0.397436,2558.094477,0,70,4,0.237154,0.086353,0.002671
675,,5,12,17,5,0.370999,0.398129,1316.577867,0,70,4,0.37619,0.026194,0.000623
230,,1,4,5,5,0.364532,0.388115,6.026587,0,70,4,0.4,0.001719,0.000267
232,,0,2,2,6,0.300562,0.310886,0,0,82,4,0,0,0.000165
233,,5,2,7,6,0.266852,0.276923,9.598669,0,70,4,0.238095,0.02131,0.000558
650,,7,4,11,5,0.36179,0.38465,954.734012,0,70,3,0.375,0.06813,0.001243
234,,1,3,4,5,0.361518,0.383957,967,0,70,4,0.666667,0.040807,0.000359
236,,3,3,6,7,0.278921,0.290726,1549.130182,0,70,6,0,0.003255,0.000652
238,,1,3,4,7,0.22883,0.23565,6.974336,0,70,6,0,0.000567,0.00035
628,,5,7,12,6,0.384185,0.411313,2481.997097,0,70,3,0.238095,0.030325,0.001483
237,,2,0,2,0,0,0,0,0,36,6,0,0.001576,0.00029
767,,8,7,15,6,0.367737,0.393468,676.478393,0,70,0,0.455556,0.086455,0.001632
401,,7,5,12,6,0.359089,0.383524,327.792882,0,70,3,0.194444,0.065577,0.001005
410,,7,8,15,6,0.36084,0.386556,1380.08727,0,70,3,0.174242,0.066031,0.001056
603,,7,8,15,6,0.36084,0.386556,1383.430892,0,70,3,0.174242,0.066025,0.001076
671,,2,17,19,6,0.288197,0.311227,96.141018,0,70,3,0.033088,0.005368,0.000664
727,,7,9,16,6,0.361654,0.387855,993.814536,0,70,3,0.166667,0.066037,0.001047
755,,7,5,12,6,0.359089,0.383524,331.61283,0,70,3,0.194444,0.065541,0.001017
758,,7,3,10,6,0.276119,0.288565,292.666145,0,70,3,0.25,0.065939,0.001047
762,,7,3,10,6,0.276199,0.288617,291.105744,0,70,3,0.25,0.065934,0.001069
781,,7,7,14,6,0.3603,0.385603,576.218563,0,70,3,0.2,0.066034,0.001013
932,,7,7,14,6,0.3603,0.385603,581.316203,0,70,3,0.2,0.066025,0.001091
387,,5,19,24,5,0.419172,0.447505,1717.655563,0,70,0,0.225108,0.022049,0.00053
624,,6,8,14,6,0.364256,0.389657,68.413602,0,70,0,0.466667,0.082368,0.002233
638,,6,6,12,6,0.36179,0.387457,116.429389,0,70,0,0.446429,0.062664,0.001276
866,,7,10,17,6,0.367176,0.393728,219.986401,0,70,0,0.266667,0.036974,0.002444
873,,8,4,12,6,0.366197,0.390437,35.570491,0,70,0,0.4,0.033235,0.00155
246,,3,5,8,5,0.398509,0.422644,279.820215,0,70,0,0.55,0.049584,0.000543
247,,2,2,4,6,0.287765,0.29799,3.437338,0,70,0,0.333333,0.00832,0.000291
332,,5,5,10,6,0.365224,0.390038,13.317652,0,70,0,0.738095,0.063693,0.000882
255,,3,3,6,6,0.357887,0.38148,270.494357,0,70,0,0.2,0.042823,0.000526
248,,6,5,11,5,0.399668,0.423683,191.450144,0,70,0,0.535714,0.063842,0.000879
333,,5,5,10,6,0.365085,0.389865,1.366378,0,70,0,0.785714,0.064179,0.000939
265,,18,9,27,5,0.369716,0.395322,7978.622608,0,70,7,0.15368,0.108878,0.003542
338,,5,8,13,6,0.395072,0.42396,347.810399,0,70,5,0.357143,0.041994,0.001414
394,,6,4,10,6,0.356164,0.379245,207.438806,0,70,5,0.233333,0.031311,0.001569
395,,4,4,8,6,0.311528,0.325243,32.427884,0,70,7,0.366667,0.034003,0.001395
404,,7,4,11,6,0.356033,0.379071,207.052103,0,70,5,0.261905,0.03314,0.001735
405,,4,4,8,6,0.311528,0.325243,28.68613,0,70,7,0.366667,0.034132,0.001437
412,,7,4,11,6,0.356033,0.379071,200.434457,0,70,5,0.261905,0.034031,0.001831
413,,4,4,8,6,0.311428,0.325069,27.040437,0,70,7,0.4,0.034162,0.001462
451,,8,4,12,6,0.356428,0.379383,495.996554,0,70,9,0.142857,0.03257,0.00199
458,,8,4,12,6,0.311428,0.325069,61.353192,0,70,7,0.375,0.045744,0.002164
460,,7,4,11,6,0.356033,0.379071,143.468504,0,70,5,0.285714,0.035702,0.002011
461,,6,6,12,6,0.312642,0.327252,87.138341,0,70,7,0.402778,0.044643,0.001878
521,,8,4,12,6,0.365363,0.389778,1176.232643,0,70,4,0.388889,0.083964,0.001702
537,,14,13,27,5,0.433333,0.457519,2354.687925,0,70,0,0.233918,0.066784,0.003596
578,,13,7,20,6,0.320774,0.33711,92.962897,0,70,0,0.261029,0.055492,0.002366
581,,6,2,8,6,0.293382,0.303517,331.887273,0,70,5,0.142857,0.028125,0.001852
586,,3,24,27,5,0.434901,0.462803,582.83988,0,70,0,0.217391,0.029161,0.001217
641,,5,6,11,6,0.366197,0.391389,626.108465,0,70,0,0.625,0.080105,0.001915
823,,8,5,13,6,0.315203,0.329626,177.764971,0,70,3,0.208333,0.051014,0.003055
836,,7,4,11,6,0.365085,0.389518,37.947054,0,70,0,0.52381,0.098955,0.002347
952,,10,2,12,6,0.302041,0.314432,2017.499078,0,70,5,0.090909,0.035097,0.002507
1001,,22,8,30,5,0.396701,0.42377,5107.29522,0,70,9,0.070769,0.047389,0.003459
1015,,18,4,22,6,0.311528,0.325243,543.571938,0,70,9,0.175439,0.092293,0.003137
250,,3,3,6,6,0.360976,0.385291,2053.547843,0,70,0,0.35,0.04909,0.000581
572,,2,2,4,7,0.24038,0.247634,969.428571,0,70,4,0.333333,0.00244,0.000489
251,,3,1,4,7,0.266778,0.276913,2077.91358,0,70,0,0.25,0.047943,0.000534
252,,1,6,7,6,0.363568,0.389016,2071.91358,0,70,0,0.285714,0.001962,0.00062
367,,4,10,14,5,0.414298,0.440385,3022.746963,0,70,9,0.185897,0.018928,0.000406
607,,2,3,5,6,0.360976,0.385291,4.634524,0,70,0,0.45,0.00098,0.000338
614,,2,3,5,6,0.361111,0.385378,198.573655,0,70,0,0.45,0.001586,0.000298
619,,2,3,5,6,0.360976,0.385291,6.666667,0,70,0,0.35,0.001125,0.000337
253,,2,3,5,6,0.359492,0.383091,5.753972,0,70,0,0.7,0.018047,0.000304
867,,13,9,22,6,0.366895,0.392775,2995.309492,0,70,0,0.208791,0.081766,0.003405
254,,1,1,2,6,0.357355,0.380094,0,0,70,0,0,0.040807,0.000359
256,,2,3,5,6,0.274074,0.285845,200.231573,0,70,0,0.333333,0.043318,0.000433
303,,6,12,18,5,0.372003,0.398926,2308.438838,0,70,0,0.362637,0.064693,0.001038
855,,5,9,14,5,0.370713,0.396881,1788.506464,0,70,0,0.318182,0.063754,0.000752
1023,,2,0,2,0,0,0,0,0,30,7,0,0.013416,0.000326
872,,2,2,4,6,0.29125,0.301161,1992.718179,0,70,6,0.25,0.012753,0.0007
258,,3,4,7,6,0.358955,0.382831,1928.5,0,70,0,0.3,0.013401,0.000473
420,,1,1,2,7,0.264213,0.273777,0,0,70,0,0,0.000872,0.000266
424,,2,2,4,6,0.308136,0.319006,14.944089,0,70,7,0.333333,0.012481,0.000304
260,,2,7,9,6,0.366616,0.392377,6.930107,0,70,0,0.375,0.007399,0.000274
210,,3,0,3,0,0,0,0,0,52,5,0,0.00634,0.00035
753,,11,12,23,5,0.381595,0.409425,994.037063,0,70,3,0.2875,0.04459,0.002076
817,,4,2,6,6,0.298202,0.3092,11.996248,0,70,3,0.333333,0.046711,0.000636
900,,5,2,7,6,0.297556,0.308507,153.854327,0,70,3,0.15,0.01907,0.000911
902,,14,3,17,6,0.372724,0.398839,326.857086,0,70,5,0.080882,0.017989,0.000875
905,,3,3,6,6,0.301378,0.312179,2122.450705,0,70,4,0.35,0.045112,0.000628
911,,6,8,14,5,0.400166,0.425329,3019.881052,0,70,3,0.209091,0.030311,0.001269
913,,2,3,5,6,0.35842,0.382086,277.492219,0,70,3,0.25,0.00563,0.000517
1009,,4,2,6,6,0.29811,0.309113,64.012032,0,70,3,0.083333,0.011622,0.000537
262,,6,6,12,5,0.4,0.424376,1933.568837,0,70,7,0.366667,0.02339,0.00068
1011,,3,2,5,7,0.269091,0.279448,409.89808,0,70,7,0.15,0.008778,0.000447
263,,2,4,6,6,0.358955,0.382918,136.704026,0,70,0,0.4,0.044126,0.000426
822,,4,4,8,6,0.361111,0.385897,27.970868,0,70,0,0.333333,0.013024,0.000619
